stimulus,cue,correct_response,task_type,thisN,thisTrialN,thisRepN,response.keys,response.corr,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instruction_routine.started,instruction_text.started,start_key.started,instruction_routine.stopped,start_key.keys,start_key.rt,start_key.duration,cue_routine.started,text_2.started,cue_routine.stopped,stimuli_routine.started,text_3.started,response.started,text_3.stopped,stimuli_routine.stopped,trials.response.keys,trials.response.corr,trials.response.rt,trials.response.duration,feedback_routine.started,feedback_test.started,feedback_routine.stopped,feedback_test.stopped,text_2.stopped,end_routine_2.started,text_5.started,end_routine_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
A,Task B,z,switch,9,9,0,z,1,1.2869160000000193,None,0,9,9,1,40.675700299999335,,,,,,,,,40.65967199999977,40.675700299999335,41.65917309999986,41.66490209999938,41.6767734999994,41.6767734999994,42.69124059999922,42.97513239999989,z,1,1.2869160000000193,None,42.97786079999969,42.99073319999934,44.974396499999784,44.990039199999956,,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
6,Task A,m,repeat ,10,10,0,m,1,1.2767272999999477,None,0,10,10,12,44.990039199999956,,,,,,,,,44.97699069999999,44.990039199999956,45.97417189999942,45.98302639999929,45.99510739999914,45.99510739999914,46.99700549999943,47.281952099999216,m,1,1.2767272999999477,None,47.282137899999725,47.29687169999943,49.2806415999994,49.29609209999944,45.99510739999914,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
8,Task A,m,repeat ,11,11,0,z,0,0.576592299999902,None,0,11,11,16,49.29609209999944,,,,,,,,,49.280985799999144,49.29609209999944,50.28018789999987,50.28920039999957,50.304543499999454,50.304543499999454,,50.88916999999947,z,0,0.576592299999902,None,50.89369169999918,50.90628379999998,52.90358809999998,,50.304543499999454,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
4,Task A,m,repeat ,12,12,0,m,1,0.6966142000001128,None,0,12,12,8,52.91986989999987,,,,,,,,,52.904107499999554,52.91986989999987,53.90281249999953,53.90911689999939,53.921078399999715,53.921078399999715,,54.620596199999454,m,1,0.6966142000001128,None,54.623298699999395,54.63587259999986,56.619460199999594,56.637360899999294,,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
I,Task B,z,switch,13,13,0,z,1,0.3888297000003149,None,0,13,13,9,56.637360899999294,,,,,,,,,56.624728899999354,56.637360899999294,57.63482959999965,57.6382780999993,57.651234799999656,57.651234799999656,,58.053281599999536,z,1,0.3888297000003149,None,58.05345020000004,58.067811199999596,60.051568199999565,60.06853439999941,,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
5,Task A,z,repeat ,14,14,0,m,0,0.5241774000005535,None,0,14,14,10,60.06853439999941,,,,,,,,,60.05649209999956,60.06853439999941,61.06655460000002,61.075129099999685,61.087103099999695,61.087103099999695,,61.62623739999981,m,0,0.5241774000005535,None,61.63076589999946,61.64938489999986,63.631765999999516,,,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
D,Task B,m,switch,15,15,0,z,0,1.3295312999998714,None,0,15,15,7,63.64869490000001,,,,,,,,,63.63718959999915,63.64869490000001,64.63123369999994,64.63904899999943,64.65048399999978,64.65048399999978,65.66411549999975,65.98289690000001,z,0,1.3295312999998714,None,65.98316049999994,65.99689499999931,67.98094439999932,67.99604929999987,,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
U,Task B,z,switch,16,16,0,z,1,1.5734545999994225,None,0,16,16,17,67.99604929999987,,,,,,,,,67.98150749999968,67.99604929999987,68.98047229999975,68.98892159999923,69.00071109999953,69.00071109999953,70.00329379999948,70.58798659999957,z,1,1.5734545999994225,None,70.59607759999926,70.61144229999991,72.59478760000002,,69.00071109999953,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
3,Task A,z,repeat ,17,17,0,z,1,1.382736699999441,None,0,17,17,6,72.6139934999992,,,,,,,,,72.60145719999946,72.6139934999992,73.59366599999976,73.59955439999976,73.61107689999972,73.61107689999972,74.61013299999922,74.99599359999957,z,1,1.382736699999441,None,74.99615959999937,75.00978880000002,77.00874309999926,,,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
E,Task B,z,switch,18,18,0,z,1,2.583441999999195,None,0,18,18,5,77.02758129999984,,,,,,,,,77.01509459999943,77.02758129999984,78.00897109999914,78.01723169999968,78.02908109999953,78.02908109999953,79.03250749999916,80.61693939999986,z,1,2.583441999999195,None,80.61710429999948,80.63180579999971,82.61544309999954,82.6398806999996,,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
7,Task A,z,repeat ,19,19,0,m,0,2.89927919999991,None,0,19,19,14,82.6398806999996,,,,,,,,,82.6212429999996,82.6398806999996,83.62305539999943,83.63138269999945,83.64339380000001,83.64339380000001,84.64662099999987,86.54816069999924,m,0,2.89927919999991,None,86.55390919999991,86.57094189999953,88.55423639999935,,,,,,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.55454259999988,88.57036499999958,89.55368419999922,504627,001,2024-12-06_15h56.40.245,TaskSwitching,2024.2.1post4,59.87647483231757,2024-12-06 15h56.58.846180 +0530,
