12.5237 	INFO 	Loaded monitor calibration from ['2024_08_09 00:19']
0.0300 	EXP 	Imported ib_cons.xlsx as conditions, 12 conditions, 3 params
0.0411 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0606 	EXP 	polygon: autoDraw = True
1.0095 	INFO 	Keyboard events cleared
1.0089 	EXP 	polygon_2: autoDraw = True
1.0758 	EXP 	polygon: autoDraw = False
2.7844 	DATA 	Keypress: space
2.7964 	EXP 	polygon: autoDraw = False
2.7964 	EXP 	polygon_2: autoDraw = False
3.1762 	EXP 	Sound sound_1 reached end of file
3.1925 	EXP 	Sound sound_1 started
3.4924 	EXP 	Sound sound_1 stopped
3.5635 	EXP 	text: autoDraw = True
3.5635 	EXP 	textbox: autoDraw = True
6.2455 	DATA 	Keypress: 1
7.4478 	DATA 	Keypress: 0
7.6311 	DATA 	Keypress: 0
9.7118 	DATA 	Mouse: Left button down, pos=(942,194)
9.7187 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
9.7307 	EXP 	text: autoDraw = False
9.7307 	EXP 	textbox: autoDraw = False
9.7307 	EXP 	polygon: autoDraw = True
9.9375 	DATA 	Mouse:  Left button up, pos=(942,194)
10.7191 	INFO 	Keyboard events cleared
10.7185 	EXP 	polygon_2: autoDraw = True
10.7349 	EXP 	polygon: autoDraw = False
11.4735 	DATA 	Keypress: space
11.4932 	EXP 	polygon: autoDraw = False
11.4932 	EXP 	polygon_2: autoDraw = False
11.8600 	EXP 	Sound sound_1 reached end of file
11.8762 	EXP 	Sound sound_1 started
12.1724 	EXP 	Sound sound_1 stopped
12.1986 	EXP 	text: autoDraw = True
12.1986 	EXP 	textbox: autoDraw = True
14.4234 	DATA 	Keypress: 8
14.6179 	DATA 	Keypress: 8
14.7855 	DATA 	Keypress: 8
16.1043 	DATA 	Mouse: Left button down, pos=(956,205)
16.1171 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
16.1350 	EXP 	text: autoDraw = False
16.1350 	EXP 	textbox: autoDraw = False
16.1350 	EXP 	polygon: autoDraw = True
16.3200 	DATA 	Mouse:  Left button up, pos=(956,205)
17.1194 	INFO 	Keyboard events cleared
17.1186 	EXP 	polygon_2: autoDraw = True
17.1351 	EXP 	polygon: autoDraw = False
19.1075 	DATA 	Keypress: space
19.1266 	EXP 	polygon: autoDraw = False
19.1266 	EXP 	polygon_2: autoDraw = False
19.4937 	EXP 	Sound sound_1 reached end of file
19.5100 	EXP 	Sound sound_1 started
19.8124 	EXP 	Sound sound_1 stopped
19.8496 	EXP 	text: autoDraw = True
19.8496 	EXP 	textbox: autoDraw = True
21.2276 	DATA 	Keypress: 5
21.4337 	DATA 	Keypress: 5
21.6114 	DATA 	Keypress: 5
23.3861 	DATA 	Mouse: Left button down, pos=(951,219)
23.3883 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
23.4022 	EXP 	text: autoDraw = False
23.4022 	EXP 	textbox: autoDraw = False
23.4022 	EXP 	polygon: autoDraw = True
23.6049 	DATA 	Mouse:  Left button up, pos=(951,219)
24.4032 	INFO 	Keyboard events cleared
24.4024 	EXP 	polygon: autoDraw = False
24.4024 	EXP 	polygon_2: autoDraw = True
27.3074 	DATA 	Keypress: space
27.3270 	EXP 	polygon: autoDraw = False
27.3270 	EXP 	polygon_2: autoDraw = False
27.9941 	EXP 	Sound sound_1 reached end of file
28.0104 	EXP 	Sound sound_1 started
28.3124 	EXP 	Sound sound_1 stopped
28.3460 	EXP 	text: autoDraw = True
28.3460 	EXP 	textbox: autoDraw = True
30.5281 	DATA 	Keypress: 3
30.8307 	DATA 	Keypress: 0
31.0328 	DATA 	Keypress: 0
32.3989 	DATA 	Mouse: Left button down, pos=(1004,237)
32.4135 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
32.4288 	EXP 	text: autoDraw = False
32.4288 	EXP 	textbox: autoDraw = False
32.4288 	EXP 	polygon: autoDraw = True
32.6144 	DATA 	Mouse:  Left button up, pos=(1004,237)
33.4281 	INFO 	Keyboard events cleared
33.4273 	EXP 	polygon_2: autoDraw = True
33.4440 	EXP 	polygon: autoDraw = False
34.6491 	DATA 	Keypress: space
34.6609 	EXP 	polygon: autoDraw = False
34.6609 	EXP 	polygon_2: autoDraw = False
34.7444 	EXP 	Sound sound_1 reached end of file
34.7607 	EXP 	Sound sound_1 started
35.0624 	EXP 	Sound sound_1 stopped
35.0944 	EXP 	text: autoDraw = True
35.0944 	EXP 	textbox: autoDraw = True
35.6948 	DATA 	Keypress: 2
35.9073 	DATA 	Keypress: 2
37.2288 	DATA 	Mouse: Left button down, pos=(967,227)
37.2309 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
37.2440 	EXP 	text: autoDraw = False
37.2440 	EXP 	textbox: autoDraw = False
37.2440 	EXP 	polygon: autoDraw = True
37.4470 	DATA 	Mouse:  Left button up, pos=(967,227)
38.2449 	INFO 	Keyboard events cleared
38.2441 	EXP 	polygon: autoDraw = False
38.2441 	EXP 	polygon_2: autoDraw = True
39.5500 	DATA 	Keypress: space
39.5624 	EXP 	polygon: autoDraw = False
39.5624 	EXP 	polygon_2: autoDraw = False
40.2447 	EXP 	Sound sound_1 reached end of file
40.2609 	EXP 	Sound sound_1 started
40.5623 	EXP 	Sound sound_1 stopped
40.5972 	EXP 	text: autoDraw = True
40.5972 	EXP 	textbox: autoDraw = True
42.0315 	DATA 	Keypress: 9
43.7452 	DATA 	Keypress: 0
43.9286 	DATA 	Keypress: 0
45.7135 	DATA 	Mouse: Left button down, pos=(967,227)
45.7158 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'delay': 0.1, 'freq': 400, 'condition': 'unexp', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
45.7279 	EXP 	text: autoDraw = False
45.7279 	EXP 	textbox: autoDraw = False
45.7279 	EXP 	polygon: autoDraw = True
45.9130 	DATA 	Mouse:  Left button up, pos=(967,227)
46.7287 	INFO 	Keyboard events cleared
46.7278 	EXP 	polygon: autoDraw = False
46.7278 	EXP 	polygon_2: autoDraw = True
47.7335 	DATA 	Keypress: space
47.7453 	EXP 	polygon: autoDraw = False
47.7453 	EXP 	polygon_2: autoDraw = False
47.8283 	EXP 	Sound sound_1 reached end of file
47.8445 	EXP 	Sound sound_1 started
48.1423 	EXP 	Sound sound_1 stopped
48.1811 	EXP 	text: autoDraw = True
48.1811 	EXP 	textbox: autoDraw = True
52.1051 	DATA 	Keypress: 2
52.5484 	DATA 	Keypress: 6
52.7194 	DATA 	Keypress: 7
54.8251 	DATA 	Mouse: Left button down, pos=(967,227)
54.8386 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
54.8535 	EXP 	text: autoDraw = False
54.8535 	EXP 	textbox: autoDraw = False
54.8535 	EXP 	polygon: autoDraw = True
55.0226 	DATA 	Mouse:  Left button up, pos=(967,227)
55.8543 	INFO 	Keyboard events cleared
55.8536 	EXP 	polygon: autoDraw = False
55.8536 	EXP 	polygon_2: autoDraw = True
60.1757 	DATA 	Keypress: space
60.1952 	EXP 	polygon: autoDraw = False
60.1952 	EXP 	polygon_2: autoDraw = False
60.5622 	EXP 	Sound sound_1 reached end of file
60.5785 	EXP 	Sound sound_1 started
60.8723 	EXP 	Sound sound_1 stopped
60.9118 	EXP 	text: autoDraw = True
60.9118 	EXP 	textbox: autoDraw = True
61.9627 	DATA 	Keypress: 4
63.0870 	DATA 	Keypress: 5
63.2533 	DATA 	Keypress: 8
65.2135 	DATA 	Mouse: Left button down, pos=(967,227)
65.2311 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
65.2453 	EXP 	text: autoDraw = False
65.2453 	EXP 	textbox: autoDraw = False
65.2453 	EXP 	polygon: autoDraw = True
65.4156 	DATA 	Mouse:  Left button up, pos=(967,227)
66.2464 	INFO 	Keyboard events cleared
66.2457 	EXP 	polygon: autoDraw = False
66.2457 	EXP 	polygon_2: autoDraw = True
66.8829 	DATA 	Keypress: lctrl
66.8833 	DATA 	Keypress: ralt
66.9156 	DATA 	Keypress: lctrl
66.9160 	DATA 	Keypress: ralt
67.5988 	DATA 	Keypress: space
67.6288 	EXP 	polygon: autoDraw = False
67.6288 	EXP 	polygon_2: autoDraw = False
67.7127 	EXP 	Sound sound_1 reached end of file
67.7289 	EXP 	Sound sound_1 started
68.0323 	EXP 	Sound sound_1 stopped
68.0689 	EXP 	text: autoDraw = True
68.0689 	EXP 	textbox: autoDraw = True
69.5153 	DATA 	Keypress: 5
69.7016 	DATA 	Keypress: 5
70.9632 	DATA 	Mouse: Left button down, pos=(967,227)
70.9653 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
70.9789 	EXP 	text: autoDraw = False
70.9789 	EXP 	textbox: autoDraw = False
70.9789 	EXP 	polygon: autoDraw = True
71.1485 	DATA 	Mouse:  Left button up, pos=(967,227)
71.9798 	INFO 	Keyboard events cleared
71.9790 	EXP 	polygon: autoDraw = False
71.9790 	EXP 	polygon_2: autoDraw = True
75.9009 	DATA 	Keypress: space
75.9127 	EXP 	polygon: autoDraw = False
75.9127 	EXP 	polygon_2: autoDraw = False
76.5963 	EXP 	Sound sound_1 reached end of file
76.6125 	EXP 	Sound sound_1 started
76.9123 	EXP 	Sound sound_1 stopped
76.9458 	EXP 	text: autoDraw = True
76.9458 	EXP 	textbox: autoDraw = True
77.7815 	DATA 	Keypress: 6
78.0470 	DATA 	Keypress: 6
80.3178 	DATA 	Keypress: 7
82.0525 	DATA 	Mouse: Left button down, pos=(966,228)
82.0545 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
82.0713 	EXP 	text: autoDraw = False
82.0713 	EXP 	textbox: autoDraw = False
82.0713 	EXP 	polygon: autoDraw = True
82.2742 	DATA 	Mouse:  Left button up, pos=(966,228)
83.0557 	INFO 	Keyboard events cleared
83.0549 	EXP 	polygon_2: autoDraw = True
83.0715 	EXP 	polygon: autoDraw = False
83.6930 	DATA 	Keypress: space
83.7129 	EXP 	polygon: autoDraw = False
83.7129 	EXP 	polygon_2: autoDraw = False
84.3795 	EXP 	Sound sound_1 reached end of file
84.3959 	EXP 	Sound sound_1 started
84.6923 	EXP 	Sound sound_1 stopped
84.7295 	EXP 	text: autoDraw = True
84.7295 	EXP 	textbox: autoDraw = True
86.3591 	DATA 	Keypress: 3
86.8007 	DATA 	Keypress: 4
87.0214 	DATA 	Keypress: 5
88.5006 	DATA 	Mouse: Left button down, pos=(966,228)
88.5023 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
88.5142 	EXP 	text: autoDraw = False
88.5142 	EXP 	textbox: autoDraw = False
88.5142 	EXP 	polygon: autoDraw = True
88.7153 	DATA 	Mouse:  Left button up, pos=(966,228)
89.5133 	INFO 	Keyboard events cleared
89.5128 	EXP 	polygon_2: autoDraw = True
89.5295 	EXP 	polygon: autoDraw = False
93.6690 	DATA 	Keypress: space
93.6811 	EXP 	polygon: autoDraw = False
93.6811 	EXP 	polygon_2: autoDraw = False
93.7638 	EXP 	Sound sound_1 reached end of file
93.7801 	EXP 	Sound sound_1 started
94.0822 	EXP 	Sound sound_1 stopped
94.1146 	EXP 	text: autoDraw = True
94.1146 	EXP 	textbox: autoDraw = True
94.8813 	DATA 	Keypress: 2
95.0858 	DATA 	Keypress: 2
95.5807 	DATA 	Keypress: 2
96.6664 	DATA 	Mouse: Left button down, pos=(966,228)
96.6678 	EXP 	New trial (rep=1, index=0): <Trial 12 (0 in rep 1) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 12, 'thisTrialN': 0, 'thisRepN': 1}>
96.6796 	EXP 	text: autoDraw = False
96.6796 	EXP 	textbox: autoDraw = False
96.6796 	EXP 	polygon: autoDraw = True
96.8832 	DATA 	Mouse:  Left button up, pos=(966,228)
97.6804 	INFO 	Keyboard events cleared
97.6797 	EXP 	polygon: autoDraw = False
97.6797 	EXP 	polygon_2: autoDraw = True
98.4172 	DATA 	Keypress: 2
98.5672 	DATA 	Keypress: 3
98.9177 	DATA 	Keypress: 4
100.0338 	DATA 	Mouse: Left button down, pos=(966,228)
100.2337 	DATA 	Mouse:  Left button up, pos=(966,228)
100.2857 	DATA 	Keypress: space
100.2975 	EXP 	polygon: autoDraw = False
100.2975 	EXP 	polygon_2: autoDraw = False
100.3807 	EXP 	Sound sound_1 reached end of file
100.3969 	EXP 	Sound sound_1 started
100.6923 	EXP 	Sound sound_1 stopped
100.7303 	EXP 	text: autoDraw = True
100.7303 	EXP 	textbox: autoDraw = True
101.0837 	DATA 	Keypress: 2
101.2611 	DATA 	Keypress: 3
101.4481 	DATA 	Keypress: 4
102.7319 	DATA 	Mouse: Left button down, pos=(966,228)
102.7340 	EXP 	New trial (rep=1, index=1): <Trial 13 (1 in rep 1) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 13, 'thisTrialN': 1, 'thisRepN': 1}>
102.7470 	EXP 	text: autoDraw = False
102.7470 	EXP 	textbox: autoDraw = False
102.7470 	EXP 	polygon: autoDraw = True
102.9339 	DATA 	Mouse:  Left button up, pos=(966,228)
103.7480 	INFO 	Keyboard events cleared
103.7470 	EXP 	polygon: autoDraw = False
103.7470 	EXP 	polygon_2: autoDraw = True
105.3277 	DATA 	Keypress: space
105.3471 	EXP 	polygon: autoDraw = False
105.3471 	EXP 	polygon_2: autoDraw = False
105.4142 	EXP 	Sound sound_1 reached end of file
105.4304 	EXP 	Sound sound_1 started
105.7322 	EXP 	Sound sound_1 stopped
105.7636 	EXP 	text: autoDraw = True
105.7636 	EXP 	textbox: autoDraw = True
106.3339 	DATA 	Keypress: 3
106.7773 	DATA 	Keypress: 4
107.0980 	DATA 	Keypress: 5
107.9621 	DATA 	Mouse: Left button down, pos=(965,3)
108.1484 	DATA 	Mouse:  Left button up, pos=(965,3)
109.4147 	DATA 	Mouse: Left button down, pos=(957,218)
109.4158 	EXP 	New trial (rep=1, index=2): <Trial 14 (2 in rep 1) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 14, 'thisTrialN': 2, 'thisRepN': 1}>
109.4305 	EXP 	text: autoDraw = False
109.4305 	EXP 	textbox: autoDraw = False
109.4305 	EXP 	polygon: autoDraw = True
109.6333 	DATA 	Mouse:  Left button up, pos=(957,218)
110.4315 	INFO 	Keyboard events cleared
110.4306 	EXP 	polygon: autoDraw = False
110.4306 	EXP 	polygon_2: autoDraw = True
111.9010 	DATA 	Keypress: 4
112.1509 	DATA 	Keypress: 5
112.4179 	DATA 	Keypress: 6
113.0701 	DATA 	Keypress: space
113.0822 	EXP 	polygon: autoDraw = False
113.0822 	EXP 	polygon_2: autoDraw = False
113.4646 	EXP 	Sound sound_1 reached end of file
113.4808 	EXP 	Sound sound_1 started
113.7822 	EXP 	Sound sound_1 stopped
113.8220 	EXP 	text: autoDraw = True
113.8220 	EXP 	textbox: autoDraw = True
114.3154 	DATA 	Keypress: 4
114.5487 	DATA 	Keypress: 5
114.8151 	DATA 	Keypress: 6
116.1153 	DATA 	Mouse: Left button down, pos=(957,218)
116.1167 	EXP 	New trial (rep=1, index=3): <Trial 15 (3 in rep 1) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 15, 'thisTrialN': 3, 'thisRepN': 1}>
116.1309 	EXP 	text: autoDraw = False
116.1309 	EXP 	textbox: autoDraw = False
116.1309 	EXP 	polygon: autoDraw = True
116.3339 	DATA 	Mouse:  Left button up, pos=(957,218)
117.1319 	INFO 	Keyboard events cleared
117.1310 	EXP 	polygon: autoDraw = False
117.1310 	EXP 	polygon_2: autoDraw = True
118.3680 	DATA 	Keypress: 5
118.6351 	DATA 	Keypress: 6
119.7680 	DATA 	Keypress: lctrl
119.7684 	DATA 	Keypress: ralt
120.0684 	DATA 	Keypress: space
120.0977 	EXP 	polygon: autoDraw = False
120.0977 	EXP 	polygon_2: autoDraw = False
120.1817 	EXP 	Sound sound_1 reached end of file
120.1980 	EXP 	Sound sound_1 started
120.4922 	EXP 	Sound sound_1 stopped
120.5311 	EXP 	text: autoDraw = True
120.5311 	EXP 	textbox: autoDraw = True
121.5157 	DATA 	Keypress: 4
121.7217 	DATA 	Keypress: 5
122.0502 	DATA 	Keypress: 6
123.1078 	DATA 	Mouse: Left button down, pos=(960,240)
123.1093 	EXP 	New trial (rep=1, index=4): <Trial 16 (4 in rep 1) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 16, 'thisTrialN': 4, 'thisRepN': 1}>
123.1230 	EXP 	text: autoDraw = False
123.1230 	EXP 	textbox: autoDraw = False
123.1230 	EXP 	polygon: autoDraw = True
123.3095 	DATA 	Mouse:  Left button up, pos=(960,240)
124.1240 	INFO 	Keyboard events cleared
124.1232 	EXP 	polygon: autoDraw = False
124.1232 	EXP 	polygon_2: autoDraw = True
126.1939 	DATA 	Keypress: space
126.2062 	EXP 	polygon: autoDraw = False
126.2062 	EXP 	polygon_2: autoDraw = False
126.5898 	EXP 	Sound sound_1 reached end of file
126.6063 	EXP 	Sound sound_1 started
126.9021 	EXP 	Sound sound_1 stopped
126.9311 	EXP 	text: autoDraw = True
126.9311 	EXP 	textbox: autoDraw = True
127.4535 	DATA 	Keypress: 1
127.9105 	DATA 	Keypress: 2
128.1684 	DATA 	Keypress: 3
129.9657 	DATA 	Mouse: Left button down, pos=(954,213)
129.9673 	EXP 	New trial (rep=1, index=5): <Trial 17 (5 in rep 1) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 17, 'thisTrialN': 5, 'thisRepN': 1}>
129.9814 	EXP 	text: autoDraw = False
129.9814 	EXP 	textbox: autoDraw = False
129.9814 	EXP 	polygon: autoDraw = True
130.1704 	DATA 	Mouse:  Left button up, pos=(954,213)
130.9824 	INFO 	Keyboard events cleared
130.9816 	EXP 	polygon: autoDraw = False
130.9816 	EXP 	polygon_2: autoDraw = True
140.2959 	DATA 	Keypress: space
140.3154 	EXP 	polygon: autoDraw = False
140.3154 	EXP 	polygon_2: autoDraw = False
140.6825 	EXP 	Sound sound_1 reached end of file
140.6987 	EXP 	Sound sound_1 started
141.0021 	EXP 	Sound sound_1 stopped
141.0340 	EXP 	text: autoDraw = True
141.0340 	EXP 	textbox: autoDraw = True
142.2665 	DATA 	Keypress: 7
142.4879 	DATA 	Keypress: 8
143.0666 	DATA 	Keypress: 0
144.7839 	DATA 	Mouse: Left button down, pos=(957,220)
144.7861 	EXP 	New trial (rep=1, index=6): <Trial 18 (6 in rep 1) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 18, 'thisTrialN': 6, 'thisRepN': 1}>
144.7990 	EXP 	text: autoDraw = False
144.7990 	EXP 	textbox: autoDraw = False
144.7990 	EXP 	polygon: autoDraw = True
144.9842 	DATA 	Mouse:  Left button up, pos=(957,220)
145.7996 	INFO 	Keyboard events cleared
145.7988 	EXP 	polygon: autoDraw = False
145.7988 	EXP 	polygon_2: autoDraw = True
146.1882 	DATA 	Keypress: space
146.2007 	EXP 	polygon: autoDraw = False
146.2007 	EXP 	polygon_2: autoDraw = False
146.5827 	EXP 	Sound sound_1 reached end of file
146.5989 	EXP 	Sound sound_1 started
146.9021 	EXP 	Sound sound_1 stopped
146.9328 	EXP 	text: autoDraw = True
146.9328 	EXP 	textbox: autoDraw = True
148.0872 	DATA 	Keypress: 5
149.5851 	DATA 	Keypress: 0
149.7899 	DATA 	Keypress: 6
151.2576 	DATA 	Mouse: Left button down, pos=(958,236)
151.2597 	EXP 	New trial (rep=1, index=7): <Trial 19 (7 in rep 1) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 19, 'thisTrialN': 7, 'thisRepN': 1}>
151.2745 	EXP 	text: autoDraw = False
151.2745 	EXP 	textbox: autoDraw = False
151.2745 	EXP 	polygon: autoDraw = True
151.4601 	DATA 	Mouse:  Left button up, pos=(958,236)
152.2753 	INFO 	Keyboard events cleared
152.2745 	EXP 	polygon: autoDraw = False
152.2745 	EXP 	polygon_2: autoDraw = True
152.6645 	DATA 	Keypress: space
152.6826 	EXP 	polygon: autoDraw = False
152.6826 	EXP 	polygon_2: autoDraw = False
153.3499 	EXP 	Sound sound_1 reached end of file
153.3662 	EXP 	Sound sound_1 started
153.6622 	EXP 	Sound sound_1 stopped
153.6998 	EXP 	text: autoDraw = True
153.6998 	EXP 	textbox: autoDraw = True
155.3862 	DATA 	Keypress: 1
156.3759 	DATA 	Mouse: Left button down, pos=(958,236)
